,Module (54),Function (54),Class (54),Calls (54),Self Time (54),Total Time (54),Self Wait Time (54),Total Wait Time (54),Callers (54),Callees (54),Module Path (54),Source File (54),% in function (54),Average Self time per call (54),Average Total time per call (54)
,MVCDecoder.exe,_Lbound,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",4976,6468,21289,36,199,1,6,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.3,0,0
,MVCDecoder.exe,CheckMvDataP,,17418,6205,9507,0,0,2,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\loopfilter.cpp,0.65,0,0
,MVCDecoder.exe,BitstreamSkip,,51113,6093,6093,3,3,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,1,0,0
,MVCDecoder.exe,BitstreamShowBits,,51113,5922,5922,9,9,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,1,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero2,,16848,5534,10210,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.54,0,0
,MVCDecoder.exe,copyVector,,46066,5502,5502,0,0,2,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\vlcpred.cpp,1,0,0
,MVCDecoder.exe,~_Iterator_base,std::_Iterator_base,10472,5440,19797,6,621,2,4,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xutility,0.27,0,0
,MVCDecoder.exe,copyVector2,,41229,5176,5176,0,0,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\vlcpred.cpp,1,0,0
,MVCDecoder.exe,_Key,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",15033,4924,8452,57,62,4,2,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.58,0,0
,MVCDecoder.exe,iquant8x8_c,,9328,4883,4883,0,0,2,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\quantisation.cpp,1,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero3,,13307,4771,8029,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.59,0,0
,MVCDecoder.exe,setRefXY,,19262,4645,8057,12,12,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\vlcpred.cpp,0.58,0,0
,MVCDecoder.exe,set_mode_pred,,34480,4228,4228,5,5,2,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\vlcpred.cpp,1,0,0
,MVCDecoder.exe,do_8x8_luma_prediction,,3960,3947,4788,0,11,1,3,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\iframe\ipredict.cpp,0.82,0,0
,MVCDecoder.exe,ReadSliceHeader,InStream,151,3773,10205178,0,10181133,1,29,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\stream\instream.cpp,0,0.02,67.58
,MVCDecoder.exe,do_4x4_luma_prediction,,18640,3606,3917,0,0,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\iframe\ipredict.cpp,0.92,0,0
,MVCDecoder.exe,const_iterator,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >::const_iterator",9994,3552,30607,54,1781,1,2,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.12,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero4,,10135,3504,5958,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.59,0,0
,MVCDecoder.exe,T264dec_mb_read_coff_token_t4,,10130,3317,5725,0,4,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.58,0,0
,MVCDecoder.exe,do_8x8_chroma_prediction,,4528,3015,4379,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\iframe\ipredict.cpp,0.69,0,0
,MVCDecoder.exe,T264_mb_read_cavlc_i8x8_mode,,990,2962,9733,0,0,1,4,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\iframe\icavlc.cpp,0.3,0,0.01
,MVCDecoder.exe,get_mode_pred,,22600,2893,2893,5,5,2,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\vlcpred.cpp,1,0,0
,MVCDecoder.exe,save_data,,900,2867,5680,0,4,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\iframe\islice.cpp,0.5,0,0.01
,MVCDecoder.exe,"_Debug_lt_pred<std::less<unsigned long>,unsigned long,unsigned long>",std,10071,2782,4420,88,88,3,1,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xutility,0.63,0,0
,MVCDecoder.exe,_Orphan_me,std::_Iterator_base,20984,2601,2601,0,0,3,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xutility,1,0,0
,MVCDecoder.exe,"_Bidit<std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &>","std::_Bidit<std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &>",10004,2507,5845,85,85,2,1,E:\Share\Projects\MVC\testset\little\run\,,0.43,0,0
,MVCDecoder.exe,chkstk,,16690,2459,2459,0,0,5,0,E:\Share\Projects\MVC\testset\little\run\,f:\dd\vctools\crt_bld\SELF_X86\crt\src\INTEL\chkstk.asm,1,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero5,,7312,2428,4164,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.58,0,0
,MVCDecoder.exe,eg_read,,7568,2378,12526,5,10,3,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,0.19,0,0
,MVCDecoder.exe,get_chroma_pred,,16480,2365,2365,0,0,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\vlcpred.cpp,1,0,0
,MVCDecoder.exe,_Myval,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",20009,2345,2345,5,5,2,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,1,0,0
,MVCDecoder.exe,~iterator,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >::iterator",10014,2318,27439,0,425,5,1,E:\Share\Projects\MVC\testset\little\run\,,0.08,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero_chroma,,7034,2283,3936,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.58,0,0
,MVCDecoder.exe,operator(),std::less<unsigned long>,18759,2179,2179,0,0,2,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\functional,1,0,0
,MVCDecoder.exe,"_Iterator_with_base<std::bidirectional_iterator_tag,std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &,std::_Iterator_base>","std::_Iterator_with_base<std::bidirectional_iterator_tag,std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &,std::_Iterator_base>",10004,2166,3338,0,0,1,1,E:\Share\Projects\MVC\testset\little\run\,,0.65,0,0
,MVCDecoder.exe,"~_Iterator_with_base<std::bidirectional_iterator_tag,std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &,std::_Iterator_base>","std::_Iterator_with_base<std::bidirectional_iterator_tag,std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &,std::_Iterator_base>",10054,2150,20945,0,425,1,1,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xutility,0.1,0,0
,MVCDecoder.exe,~const_iterator,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >::const_iterator",10054,2108,25154,0,425,4,1,E:\Share\Projects\MVC\testset\little\run\,,0.08,0,0
,MVCDecoder.exe,"~_Bidit<std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &>","std::_Bidit<std::pair<unsigned long const ,int>,int,std::pair<unsigned long const ,int> const *,std::pair<unsigned long const ,int> const &>",10054,2101,23046,0,425,1,1,E:\Share\Projects\MVC\testset\little\run\,,0.09,0,0
,MVCDecoder.exe,BitstreamGetBits,,7601,1975,3436,0,0,3,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,0.57,0,0
,MVCDecoder.exe,setinfo,BlockDebug,2270,1917,17372,0,748,1,3,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\debug.h,0.11,0,0.01
,MVCDecoder.exe,getRefXY,,8338,1856,5196,3,1297,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\vlcpred.cpp,0.36,0,0
,MVCDecoder.exe,process_data_decode_I,,2264,1791,174831,0,1408,2,5,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\iframe\islice.cpp,0.01,0,0.08
,MVCDecoder.exe,_Kfn,"std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0>",15042,1718,1718,0,0,2,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\map,1,0,0
,MVCDecoder.exe,_Isnil,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",15108,1689,1689,7,7,8,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,1,0,0
,MVCDecoder.exe,lower_bound,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",4976,1687,71914,0,32857,2,2,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.02,0,0.01
,MVCDecoder.exe,operator[],"ArrayList<Pair<int,int> >",14444,1600,1600,9,9,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arraylist.h,1,0,0
,MVCDecoder.exe,MVCIsSignaled,,3640,1591,408969,7,319576,1,3,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0,0,0.11
,MVCDecoder.exe,T264dec_mb_read_total_zero6,,4793,1521,2728,6,6,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.56,0,0
,MVCDecoder.exe,DoProcessDB,,121,1475,6673639,0,153839,1,10,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\spu\decodeframe_b\decodeframe_b.cpp,0,0.01,55.15
,MVCDecoder.exe,GetThreadInfo,MVCThreadPool,4956,1221,140233,6,33758,6,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0.01,0,0.03
,MVCDecoder.exe,_Root,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",5017,1220,1794,0,6,6,1,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.68,0,0
,MVCDecoder.exe,_Iterator_base,std::_Iterator_base,10422,1218,1218,0,0,2,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xutility,1,0,0
,MVCDecoder.exe,operator new[],,6196,1166,63724,0,2214,10,1,E:\Share\Projects\MVC\testset\little\run\,f:\dd\vctools\crt_bld\self_x86\crt\src\newaop.cpp,0.02,0,0.01
,MVCDecoder.exe,T264dec_mb_read_coff_token_t3,,5463,1164,4143,0,3,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.28,0,0
,MVCDecoder.exe,ProcessFrames,,1,1132,13529265,29,12537913,1,19,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\taskdispatcher.cpp,0,1.13,13529.27
,MVCDecoder.exe,operator*,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >::const_iterator",4976,1120,1655,0,0,1,1,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.68,0,0
,MVCDecoder.exe,WaitForSpu,,2810,1104,418296,19,319779,3,3,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\taskdispatcher.cpp,0,0,0.15
,MVCDecoder.exe,IsOutSignaled,ThreadInfo,3640,1082,294152,3,287141,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0,0,0.08
,MVCDecoder.exe,operator*,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >::iterator",4976,1075,2730,4,4,2,1,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.39,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero7,,3326,1066,1835,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.58,0,0
,MVCDecoder.exe,end,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",4989,1053,16260,0,437,4,1,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,0.06,0,0
,MVCDecoder.exe,Comment,InStream,4243,894,894,0,0,6,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\stream\instream.cpp,1,0,0
,MVCDecoder.exe,BitstreamGetBit,,4716,869,3047,0,0,2,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,0.29,0,0
,MVCDecoder.exe,~BlockDebug,BlockDebug,2270,805,21117,0,535,2,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\debug.h,0.04,0,0.01
,MVCDecoder.exe,macroblockIntraDecode,,2264,786,133563,0,125,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\iframe\imacroblockcodec.cpp,0.01,0,0.06
,MVCDecoder.exe,BitstreamShowBits,,7601,732,732,0,0,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,1,0,0
,MVCDecoder.exe,BitstreamSkip,,7601,729,729,0,0,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,1,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero8,,2272,726,1382,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.53,0,0
,MVCDecoder.exe,_Left,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",6434,713,713,0,0,8,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,1,0,0
,MVCDecoder.exe,operator=,"Pair<int,int>",6147,625,625,0,0,6,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\pair.h,1,0,0
,MVCDecoder.exe,eg_read_te,,2720,612,2817,0,0,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,0.22,0,0
,MVCDecoder.exe,GetInstnace,MVCThreadPool,4976,593,2334,0,9,8,6,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0.25,0,0
,MVCDecoder.exe,operator==,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >::const_iterator",4998,589,589,0,0,4,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,1,0,0
,MVCDecoder.exe,RequireCapacity,"ArrayList<Pair<int,int> >",1423,583,6777,0,171,3,4,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arraylist.h,0.09,0,0
,MVCDecoder.exe,_Mynode,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >::const_iterator",5006,581,581,0,0,4,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,1,0,0
,MVCDecoder.exe,_Parent,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",5073,575,575,6,6,7,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,1,0,0
,MVCDecoder.exe,eg_read,,1784,551,3223,15,15,2,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,0.17,0,0
,MVCDecoder.exe,QueryFreeSPU,,1277,541,10556909,6,10482592,1,3,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\taskdispatcher.cpp,0,0,8.27
,MVCDecoder.exe,BlockDebug,BlockDebug,2270,535,17907,0,748,2,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\debug.h,0.03,0,0.01
,MVCDecoder.exe,Unlock,Locker,2154,516,473040,6,472242,9,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0,0,0.22
,MVCDecoder.exe,T264dec_mb_read_total_zero9,,1540,494,844,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.59,0,0
,MVCDecoder.exe,Lock,Locker,2154,478,1160,2,277,9,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0.41,0,0
,MVCDecoder.exe,eg_read_se,,2249,477,2628,0,0,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\codec\bitstream.h,0.18,0,0
,MVCDecoder.exe,_Right,"std::_Tree<std::_Tmap_traits<unsigned long,int,std::less<unsigned long>,std::allocator<std::pair<unsigned long const ,int> >,0> >",3795,408,408,0,0,8,0,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\xtree,1,0,0
,MVCDecoder.exe,size,"ArrayList<Pair<int,int> >",3409,389,389,0,0,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arraylist.h,1,0,0
,MVCDecoder.exe,`vector constructor iterator',,1047,388,715,0,0,1,1,E:\Share\Projects\MVC\testset\little\run\,,0.54,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero10,,1128,367,612,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.6,0,0
,MVCDecoder.exe,ISliceDecode,,3,360,386303,0,2752,1,7,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\iframe\islice.cpp,0,0.12,128.77
,MVCDecoder.exe,ProcessCompleted,FrameController_Parallel,1278,352,634,8,8,1,3,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\controller\framecontroller_parallel.cpp,0.56,0,0
,MVCDecoder.exe,"Pair<int,int>","Pair<int,int>",3161,327,327,0,0,1,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\pair.h,1,0,0
,MVCDecoder.exe,front,"std::deque<int,std::allocator<int> >",418,322,3477,0,340,1,3,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\deque,0.09,0,0.01
,MVCDecoder.exe,ReadCode,InStream,1912,322,1161,0,0,6,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\stream\instream.cpp,0.28,0,0
,MVCDecoder.exe,ProcessData,RawData,1,293,14502898,0,14432343,1,7,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\rawdata.h,0,0.29,14502.9
,MVCDecoder.exe,push_back,"ArrayList<Pair<int,int> >",1039,292,6620,0,167,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arraylist.h,0.04,0,0.01
,MVCDecoder.exe,macroblock_processor_I,,45,288,74863,0,1092,1,5,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\iframe\islice.cpp,0,0.01,1.66
,MVCDecoder.exe,T264dec_mb_read_total_zero11,,883,278,487,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.57,0,0
,MVCDecoder.exe,macroblock_read_cavlc_I_slice,,900,264,144425,0,237,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\iframe\icavlc.cpp,0,0,0.16
,MVCDecoder.exe,GetInstance,CodecInfo,1859,258,258,0,0,7,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codecinfo.h,1,0,0
,MVCDecoder.exe,push_back,"std::deque<int,std::allocator<int> >",418,253,1243,0,9,1,4,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\deque,0.2,0,0
,MVCDecoder.exe,DispatchTask,,136,251,389925,0,366289,1,12,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\taskdispatcher.cpp,0,0,2.87
,MVCDecoder.exe,ReadUvlc,InStream,1474,246,2845,0,0,4,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\stream\instream.cpp,0.09,0,0
,MVCDecoder.exe,pop_front,"std::deque<int,std::allocator<int> >",418,244,1663,0,591,1,3,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\deque,0.15,0,0
,MVCDecoder.exe,GetFirstUnfinished,SlidingWindow,1428,240,240,0,0,2,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\slidingwindow.h,1,0,0
,MVCDecoder.exe,"makePair<int,int>",,1292,238,363,0,0,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\pair.h,0.66,0,0
,MVCDecoder.exe,ReadInSignal,ThreadInfo,272,231,1464035,0,1455890,1,5,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0,0,5.38
,MVCDecoder.exe,ReadFlag,InStream,1339,228,1022,0,0,6,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\stream\instream.cpp,0.22,0,0
,MVCDecoder.exe,T264dec_mb_read_total_zero12,,628,209,340,0,0,1,2,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\codec\cavlc.cpp,0.61,0,0
,MVCDecoder.exe,WriteOutSignal,ThreadInfo,146,208,122308,0,117803,1,7,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0,0,0.84
,MVCDecoder.exe,IsDataFinished,SlidingWindow,1296,199,199,0,0,2,0,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\slidingwindow.h,1,0,0
,MVCDecoder.exe,ReadOutSignal,ThreadInfo,146,199,9005,0,2431,1,8,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0.02,0,0.06
,MVCDecoder.exe,ProcessData,BitstreamData,1,197,10610824,0,10183507,1,21,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvcdecoder\bitstreamdata.h,0,0.2,10610.82
,MVCDecoder.exe,_Orphan_off,"std::deque<int,std::allocator<int> >",418,189,1231,0,591,1,3,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\deque,0.15,0,0
,MVCDecoder.exe,WaitSignals,,120,189,10280996,0,10270616,1,4,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0,0,85.67
,MVCDecoder.exe,"_Deque_const_iterator<int,std::allocator<int>,1>","std::_Deque_const_iterator<int,std::allocator<int>,1>",418,185,1346,0,144,1,2,E:\Share\Projects\MVC\testset\little\run\,c:\program files\microsoft visual studio 9.0\vc\include\deque,0.14,0,0
,MVCDecoder.exe,getMemAligned,,1280,175,33144,0,540,1,1,E:\Share\Projects\MVC\testset\little\run\,e:\share\projects\mvc\proj\mvc\mvccommonlib\arch\windows\archwindows.cpp,0.01,0,0.03
